species,category,pattern_type,peak_frequency,min_frequency,min_max_ratio,weeks_with_presence,num_valleys,valleys,valley_types,is_overwintering,edge_case_flags
Black-bellied Plover,single-season,summer,0.006259,0.0,0.0,23,1,40-33,winter,No,
American Golden-Plover,single-season,summer,0.014568,0.0,0.0,16,1,37-30,winter,No,
Killdeer,single-season,summer,0.28877,0.000358,0.0012,48,1,43-6,winter,No,
Semipalmated Plover,two-passage-migrant,two-passage,0.008696,0.0,0.0,20,2,20-27;33-17,summer|winter,No,classic_bimodal
Piping Plover,vagrant,irregular,0.000264,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Upland Sandpiper,single-season,summer,0.02912,0.0,0.0,17,1,25-13,winter,No,
Hudsonian Whimbrel,vagrant,irregular,0.007057,0.0,0.0,6,2,20-33;35-18,summer|winter,No,
Long-billed Curlew,vagrant,irregular,0.002472,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Hudsonian Godwit,vagrant,irregular,0.0015,0.0,0.0,9,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Marbled Godwit,vagrant,irregular,0.0015,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Short-billed Dowitcher,vagrant,irregular,0.003646,0.0,0.0,14,1,0-47,winter,No,low_peak_frequency|low_presence
Long-billed Dowitcher,vagrant,irregular,0.004214,0.0,0.0,8,1,0-47,winter,No,low_peak_frequency|low_annual_presence
American Woodcock,two-passage-migrant,two-passage,0.032017,0.0,0.0,39,2,20-39;41-7,summer|winter,No,classic_bimodal
Wilson's Snipe,two-passage-migrant,two-passage,0.019901,0.0,0.0,36,2,16-30;42-9,summer|winter,No,classic_bimodal
Wilson's Phalarope,vagrant,irregular,0.013052,0.0,0.0,11,1,25-22,winter,No,low_presence|low_annual_presence
Red-necked Phalarope,vagrant,irregular,0.0015,0.0,0.0,3,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Spotted Sandpiper,single-season,summer,0.099417,0.0,0.0,28,1,34-14,winter,No,
Solitary Sandpiper,two-passage-migrant,two-passage,0.046306,0.0,0.0,24,2,19-25;37-13,summer|winter,No,classic_bimodal
Lesser Yellowlegs,two-passage-migrant,two-passage,0.047665,0.0,0.0,30,2,19-25;41-13,summer|winter,No,classic_bimodal
Willet,vagrant,irregular,0.006928,0.0,0.0,7,1,31-29,winter,No,low_annual_presence
Greater Yellowlegs,two-passage-migrant,two-passage,0.034905,0.0,0.0,31,2,18-26;42-12,summer|winter,No,classic_bimodal
Ruddy Turnstone,vagrant,irregular,0.002371,0.0,0.0,7,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Red Knot,vagrant,irregular,0.008185,0.0,0.0,4,1,35-33,winter,No,low_annual_presence
Stilt Sandpiper,single-season,summer,0.008573,0.0,0.0,13,1,33-30,winter,No,low_presence
Buff-breasted Sandpiper,vagrant,irregular,0.0015,0.0,0.0,3,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Sanderling,vagrant,irregular,0.002378,0.0,0.0,13,1,0-47,winter,No,low_peak_frequency|low_presence
Dunlin,two-passage-migrant,two-passage,0.033608,0.0,0.0,22,2,20-38;43-16,summer|winter,No,classic_bimodal
Purple Sandpiper,vagrant,irregular,0.000503,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Baird's Sandpiper,vagrant,irregular,0.004899,0.0,0.0,10,1,0-47,winter,No,low_peak_frequency|low_presence
White-rumped Sandpiper,vagrant,irregular,0.004422,0.0,0.0,18,1,0-47,winter,No,low_peak_frequency
Least Sandpiper,two-passage-migrant,two-passage,0.036941,0.0,0.0,26,2,20-23;34-16,summer|winter,No,classic_bimodal
Pectoral Sandpiper,two-passage-migrant,two-passage,0.013357,0.0,0.0,26,2,15-26;42-13,summer|winter,No,classic_bimodal
Semipalmated Sandpiper,two-passage-migrant,two-passage,0.019246,0.0,0.0,18,2,20-26;32-18,summer|winter,No,classic_bimodal
Long-tailed Jaeger,vagrant,irregular,0.0015,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Parasitic Jaeger,vagrant,irregular,0.001926,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Pomarine Jaeger,vagrant,irregular,0.00059,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Ancient Murrelet,vagrant,irregular,0.0015,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Little Gull,single-season,winter,0.015458,0.0,0.0,17,1,0-39,summer,No,overwintering
Black-legged Kittiwake,vagrant,irregular,0.034948,0.0,0.0,4,1,0-43,summer,No,low_annual_presence
Bonaparte's Gull,two-passage-migrant,two-passage,0.141509,0.0,0.0,46,2,2-10;17-33,winter|summer,No,classic_bimodal
Franklin's Gull,vagrant,irregular,0.002358,0.0,0.0,8,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Ring-billed Gull,resident,year-round,0.413577,0.141189,0.3414,48,0,,,No,seasonal_variation
American Herring Gull,single-season,winter,0.255829,0.018024,0.0705,48,1,20-30,summer,No,overwintering
Vega Gull,vagrant,irregular,0.011268,0.0,0.0,2,1,0-44,summer,No,low_annual_presence
Great Black-backed Gull,single-season,winter,0.124917,0.0,0.0,40,1,10-41,summer,Yes,overwintering
Glaucous Gull,single-season,winter,0.043971,0.0,0.0,22,1,8-44,summer,Yes,overwintering
Lesser Black-backed Gull,single-season,winter,0.09427,0.0,0.0,46,1,8-40,summer,No,overwintering
California Gull,vagrant,irregular,0.011649,0.0,0.0,3,1,0-43,summer,No,low_annual_presence
Slaty-backed Gull,vagrant,irregular,0.022319,0.0,0.0,7,2,0-3;5-46,winter|summer,Yes,
Iceland Gull,single-season,winter,0.048634,0.0,0.0,23,1,6-44,summer,Yes,overwintering
Gull-billed Tern,vagrant,irregular,0.002889,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Caspian Tern,two-passage-migrant,two-passage,0.213288,0.0,0.0,32,2,16-25;38-13,summer|winter,No,classic_bimodal
Black Tern,vagrant,irregular,0.002333,0.0,0.0,13,1,0-47,winter,No,low_peak_frequency|low_presence
White-winged Tern,vagrant,irregular,0.000778,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Forster's Tern,two-passage-migrant,two-passage,0.083293,0.0,0.0,32,2,25-31;41-11,summer|winter,No,classic_bimodal
Common Tern,single-season,summer,0.027473,0.0,0.0,31,1,41-13,winter,No,
Pied-billed Grebe,two-passage-migrant,two-passage,0.19066,0.004748,0.0249,48,2,18-23;44-9,summer|winter,No,classic_bimodal
Horned Grebe,two-passage-migrant,two-passage,0.076584,0.0,0.0,39,2,0-7;17-38,winter|summer,No,classic_bimodal
Red-necked Grebe,single-season,winter,0.006744,0.0,0.0,21,1,0-41,summer,No,overwintering
Eared Grebe,vagrant,irregular,0.009069,0.0,0.0,5,1,6-3,summer,No,low_annual_presence
Red-throated Loon,vagrant,irregular,0.0015,0.0,0.0,6,1,0-47,winter,No,low_peak_frequency
Pacific Loon,vagrant,irregular,0.009066,0.0,0.0,4,1,17-15,winter,No,low_annual_presence
Common Loon,two-passage-migrant,two-passage,0.071743,0.0,0.0,41,2,0-9;17-39,winter|summer,No,classic_bimodal
Lesser Frigatebird,vagrant,irregular,0.0015,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Northern Gannet,vagrant,irregular,0.0015,0.0,0.0,3,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Anhinga,vagrant,irregular,0.000481,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Double-crested Cormorant,single-season,summer,0.324988,0.001557,0.0048,48,1,44-10,winter,No,
Neotropic Cormorant,vagrant,irregular,0.007776,0.0,0.0,11,1,25-23,winter,No,low_presence|low_annual_presence
Glossy Ibis,vagrant,irregular,0.0015,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
White-faced Ibis,vagrant,irregular,0.002117,0.0,0.0,3,1,0-47,winter,No,low_peak_frequency|low_annual_presence
American Bittern,vagrant,irregular,0.003056,0.0,0.0,20,1,0-47,winter,No,low_peak_frequency
Least Bittern,two-passage-migrant,two-passage,0.016716,0.0,0.0,20,2,25-40;43-23,summer|winter,No,classic_bimodal
Yellow-crowned Night Heron,vagrant,irregular,0.012648,0.0,0.0,9,1,29-27,winter,No,low_annual_presence
Black-crowned Night Heron,vagrant,irregular,0.033992,0.000882,0.026,48,2,4-12;44-47,winter|winter,No,two_valleys_same_season
Little Blue Heron,vagrant,irregular,0.002309,0.0,0.0,5,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Tricolored Heron,vagrant,irregular,0.002602,0.0,0.0,3,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Snowy Egret,vagrant,irregular,0.020291,0.0,0.0,9,1,32-29,winter,No,
Green Heron,single-season,summer,0.104579,0.0,0.0,29,1,36-14,winter,No,
Western Cattle-Egret,vagrant,irregular,0.008556,0.0,0.0,10,1,44-42,winter,No,low_presence|low_annual_presence
Great Egret,single-season,summer,0.324025,0.0,0.0,44,1,43-11,winter,No,
Great Blue Heron,resident,year-round,0.345691,0.052427,0.1517,48,0,,,No,seasonal_variation|min_max_near_boundary
American White Pelican,two-passage-migrant,two-passage,0.02327,0.0,0.0,37,2,25-31;39-12,summer|winter,No,classic_bimodal
Black Vulture,vagrant,irregular,0.0015,0.0,0.0,8,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Turkey Vulture,single-season,summer,0.255176,0.000475,0.0019,48,1,42-8,winter,No,
Osprey,single-season,summer,0.152624,0.0,0.0,34,1,38-11,winter,No,
Golden Eagle,single-season,winter,0.036861,0.0,0.0,15,1,44-37,summer,No,overwintering
Sharp-shinned Hawk,single-season,summer,0.242176,0.0,0.0,39,1,42-32,winter,Yes,
Cooper's Hawk,resident,year-round,0.15792,0.020113,0.1274,48,0,,,No,seasonal_variation|min_max_near_boundary
American Goshawk,vagrant,irregular,0.004756,0.0,0.0,18,1,0-47,winter,No,low_peak_frequency
Northern Harrier,two-passage-migrant,two-passage,0.136254,0.0,0.0,46,2,0-32;43-46,summer|winter,No,classic_bimodal
Bald Eagle,resident,year-round,0.228695,0.024783,0.1084,48,0,,,No,seasonal_variation|min_max_near_boundary
Mississippi Kite,vagrant,irregular,0.000963,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Harris's Hawk,vagrant,irregular,0.00059,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Broad-winged Hawk,single-season,summer,0.207992,0.0,0.0,27,1,36-32,winter,No,
Red-shouldered Hawk,two-passage-migrant,two-passage,0.049649,0.000718,0.0145,48,2,3-33;44-47,summer|winter,No,classic_bimodal
Swainson's Hawk,vagrant,irregular,0.002889,0.0,0.0,8,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Red-tailed Hawk,resident,year-round,0.220433,0.072095,0.3271,48,0,,,No,seasonal_variation
Rough-legged Hawk,single-season,winter,0.012485,0.0,0.0,30,1,5-38,summer,Yes,overwintering
American Barn Owl,vagrant,irregular,0.000341,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Eastern Screech-Owl,resident,year-round,0.046742,0.004666,0.0998,48,0,,,No,seasonal_variation|min_max_near_boundary
Snowy Owl,two-passage-migrant,two-passage,0.026908,0.0,0.0,23,2,4-7;9-42,winter|summer,Yes,classic_bimodal
Great Horned Owl,single-season,winter,0.021652,0.001436,0.0663,48,1,19-25,summer,No,overwintering
Barred Owl,vagrant,irregular,0.0015,0.0,0.0,25,1,0-47,winter,No,low_peak_frequency
Long-eared Owl,vagrant,irregular,0.014267,0.0,0.0,22,1,9-46,summer,Yes,overwintering|low_annual_presence
Short-eared Owl,single-season,winter,0.005525,0.0,0.0,27,1,0-44,summer,No,overwintering
Northern Saw-whet Owl,single-season,winter,0.022946,0.0,0.0,29,1,2-42,summer,Yes,overwintering
