









Frequency of observations in the selected location(s).:
Number of taxa: 	412

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
duck sp.	0.0378378	0.0227273	0.0190476	0.0285714	0.0162602	0.0092593	0.0084746	0.0	0.0095238	0.0087719	0.0352113	0.0487805	0.0651341	0.0467033	0.0465116	0.0779037	0.0868217	0.0400517	0.0352941	0.023088	0.0140351	0.0159574	0.0144	0.0228188	0.0201439	0.0196906	0.0193322	0.0271801	0.0313015	0.0328638	0.0426621	0.0402367	0.0625	0.0413476	0.0548589	0.0903054	0.0920635	0.0709343	0.0983607	0.1245552	0.1044386	0.0972644	0.0915751	0.0740741	0.0509554	0.0361446	0.0291971	0.0482759	
Helmeted Guineafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Bobwhite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013298	0.0	0.0	0.0	0.0	0.0	0.0015	0.0016474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey	0.0108108	0.0015	0.0015	0.0071429	0.0243902	0.0092593	0.0084746	0.0	0.0015	0.0015	0.0140845	0.0060976	0.0153257	0.032967	0.0372093	0.0311615	0.0170543	0.0232558	0.0196078	0.024531	0.0233918	0.018617	0.0192	0.0120805	0.0071942	0.0196906	0.0158172	0.00906	0.0016474	0.0093897	0.0068259	0.0106509	0.0037879	0.0122511	0.0188088	0.0159363	0.0095238	0.0138408	0.0040984	0.0071174	0.0130548	0.0091185	0.007326	0.0111111	0.0127389	0.0120482	0.0145985	0.0137931	
Ruffed Grouse	0.0378378	0.0340909	0.0190476	0.05	0.0243902	0.0277778	0.0254237	0.0142857	0.0285714	0.0175439	0.0	0.0121951	0.0191571	0.043956	0.0418605	0.0495751	0.0930233	0.0981912	0.0993464	0.1060606	0.0830409	0.0332447	0.04	0.0322148	0.0086331	0.0126582	0.0140598	0.011325	0.0131796	0.0250391	0.0102389	0.0142012	0.0094697	0.0091884	0.0297806	0.0398406	0.0301587	0.0484429	0.0368852	0.0266904	0.0574413	0.0273556	0.029304	0.0259259	0.0318471	0.0361446	0.0364964	0.0482759	
Sharp-tailed Grouse	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0027473	0.0023256	0.0015	0.0015	0.003876	0.0	0.0	0.0015	0.0015	0.0016	0.0026846	0.0015	0.0015	0.0017575	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037037	0.0	0.0	0.0	0.0	
Spruce Grouse	0.0054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0013298	0.0	0.0015	0.0014388	0.0	0.0	0.0015	0.0	0.0015649	0.0	0.0011834	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
grouse sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Pheasant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Rock Pigeon	0.1513514	0.1704545	0.1809524	0.1928571	0.1056911	0.0833333	0.0847458	0.1285714	0.1619048	0.1491228	0.1126761	0.0914634	0.0881226	0.0741758	0.0372093	0.0623229	0.0325581	0.0361757	0.0326797	0.0238095	0.0362573	0.043883	0.0368	0.0295302	0.0402878	0.0421941	0.0509666	0.0385051	0.0510708	0.0406886	0.0511945	0.0461538	0.0473485	0.0535988	0.0485893	0.0544489	0.0492063	0.0519031	0.079918	0.094306	0.1096606	0.0881459	0.0989011	0.1518519	0.0955414	0.0783133	0.0656934	0.0758621	
Eurasian Collared-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-winged Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.0015	0.0	0.0015	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030395	0.0	0.0	0.0	0.0	0.0	0.0	
Mourning Dove	0.0432432	0.0340909	0.047619	0.1	0.0569106	0.0648148	0.1525424	0.1	0.1428571	0.1491228	0.0985915	0.1036585	0.1187739	0.1318681	0.0953488	0.0807365	0.0914729	0.0956072	0.0849673	0.1096681	0.1368421	0.125	0.1136	0.138255	0.0906475	0.0984529	0.0949033	0.1064553	0.07743	0.0657277	0.0614334	0.043787	0.0340909	0.0352221	0.0454545	0.0252324	0.0301587	0.0190311	0.0266393	0.0338078	0.0339426	0.0577508	0.0549451	0.062963	0.0764331	0.0722892	0.0656934	0.0551724	
Yellow-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021645	0.0128655	0.0079787	0.008	0.0120805	0.0230216	0.0056259	0.0070299	0.0033975	0.0065898	0.0	0.0051195	0.0047337	0.0037879	0.0015314	0.0031348	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001292	0.0026144	0.010101	0.0292398	0.0412234	0.0368	0.052349	0.0503597	0.0393812	0.0421793	0.01812	0.014827	0.0109546	0.0051195	0.0023669	0.0018939	0.0061256	0.0031348	0.002656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-billed/Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Nighthawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.007215	0.0105263	0.0093085	0.0064	0.009396	0.0028777	0.0042194	0.0105448	0.00906	0.0098847	0.0031299	0.0102389	0.0071006	0.0056818	0.0015	0.0015674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Whip-poor-will	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015504	0.0015	0.0026144	0.0079365	0.0035088	0.0039894	0.0016	0.0134228	0.0028777	0.0056259	0.0052724	0.00453	0.0	0.0	0.0017065	0.0015	0.0018939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chimney Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.003876	0.0078431	0.0252525	0.0397661	0.0398936	0.048	0.0389262	0.0230216	0.0365682	0.026362	0.0271801	0.029654	0.0406886	0.0204778	0.0153846	0.0018939	0.0	0.0015674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mexican Violetear	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-throated Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193798	0.0771242	0.1378066	0.128655	0.1396277	0.1344	0.0993289	0.1208633	0.0942335	0.1036907	0.1268403	0.1680395	0.1674491	0.1399317	0.1621302	0.1363636	0.0643185	0.023511	0.0039841	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Anna's Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0142349	0.002611	0.0015	0.003663	0.0	0.0	0.0	0.0	0.0	
Broad-billed Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Berylline Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0407524	0.002656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hummingbird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.0021645	0.0011696	0.0013298	0.0	0.0015	0.0	0.0014065	0.0035149	0.0	0.0	0.0	0.0	0.0011834	0.0	0.0	0.0015674	0.001328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Virginia Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027473	0.0046512	0.0014164	0.0015504	0.001292	0.0169935	0.0122655	0.0105263	0.0119681	0.0144	0.0107383	0.0086331	0.0056259	0.0	0.0033975	0.0082372	0.0046948	0.003413	0.0023669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028329	0.0015504	0.002584	0.0052288	0.0079365	0.0116959	0.0093085	0.0048	0.009396	0.0086331	0.0042194	0.0035149	0.0033975	0.0015	0.0031299	0.0017065	0.0011834	0.0	0.0045942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Coot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023256	0.0056657	0.0015504	0.0	0.0015	0.001443	0.0011696	0.0	0.0016	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0017065	0.0	0.0	0.0030628	0.0015674	0.0106242	0.0063492	0.0103806	0.0163934	0.0106762	0.0104439	0.0030395	0.007326	0.0074074	0.0063694	0.0120482	0.0	0.0	
Yellow Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	7.215E-4	0.0	0.0013298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sandhill Crane	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0140845	0.0182927	0.137931	0.2692308	0.2046512	0.1671388	0.1643411	0.1550388	0.1202614	0.1341991	0.1239766	0.1329787	0.096	0.0818792	0.0776978	0.0872011	0.1089631	0.1234428	0.1202636	0.1079812	0.1382253	0.1573964	0.1231061	0.101072	0.0956113	0.065073	0.0269841	0.0017301	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Avocet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.215E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.002265	0.0	0.0	0.003413	0.0047337	0.0	0.0	0.0	0.0	0.0031746	0.0017301	0.0	0.0160142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031008	0.003876	0.0444444	0.034632	0.0245614	0.0066489	0.0015	0.0	0.0	0.0	0.0017575	0.0011325	0.0065898	0.0046948	0.0102389	0.0106509	0.0170455	0.042879	0.0611285	0.0424967	0.0174603	0.0086505	0.0040984	0.0071174	0.0130548	0.0091185	0.0	0.0	0.0	0.0	0.0	0.0	
American Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0013072	7.215E-4	0.0023392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017065	0.0130178	0.0151515	0.0137825	0.0564263	0.0717131	0.0603175	0.0242215	0.0389344	0.019573	0.0078329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0017301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover/golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011834	0.0015	0.0015314	0.0031348	0.0079681	0.0015873	0.0	0.0020492	0.0017794	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Killdeer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0211268	0.0121951	0.0344828	0.0604396	0.0488372	0.1558074	0.1767442	0.1666667	0.130719	0.0945166	0.0736842	0.0545213	0.0512	0.042953	0.0345324	0.0379747	0.0544815	0.0486976	0.0428336	0.0438185	0.056314	0.0449704	0.0265152	0.0168453	0.023511	0.0159363	0.0095238	0.0034602	0.0	0.0071174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042493	0.0046512	0.0206718	0.0993464	0.1075036	0.0678363	0.0199468	0.0032	0.0026846	0.0014388	0.0015	0.0087873	0.0260476	0.0411862	0.0782473	0.1296928	0.216568	0.1931818	0.1408882	0.0721003	0.0106242	0.0015873	0.0	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Piping Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0031008	0.0284238	0.0339869	0.0180375	0.0292398	0.0079787	0.024	0.009396	0.0057554	0.0098453	0.0123023	0.00453	0.0049423	0.0015649	0.0068259	0.0071006	0.0018939	0.0015314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0413437	0.0091503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015504	0.003876	0.0013072	0.0122655	0.0116959	0.018617	0.0208	0.009396	0.0071942	0.0014065	0.0052724	0.0011325	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Whimbrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052288	0.0064935	0.0140351	0.0066489	0.0112	0.0026846	0.0	0.0014065	0.0015	0.0	0.0016474	0.0015	0.0015	0.008284	0.0094697	0.0	0.0015674	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.001443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marbled Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.001443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0090439	0.0130719	0.0036075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016474	0.0062598	0.0015	0.0035503	0.0	0.0015314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed/Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001292	0.0026144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031299	0.0	0.0011834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Woodcock	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060976	0.0076628	0.0302198	0.0186047	0.0127479	0.0093023	0.0064599	0.0039216	0.0079365	0.005848	0.0039894	0.0032	0.0015	0.0014388	0.0028129	0.0017575	0.002265	0.0032949	0.0015649	0.0015	0.0	0.0	0.0	0.0015674	0.0	0.0015	0.0	0.0015	0.0017794	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Snipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0137363	0.0139535	0.0368272	0.0403101	0.0155039	0.0104575	0.0108225	0.0140351	0.0199468	0.0112	0.0187919	0.0086331	0.0070323	0.0052724	0.00453	0.0098847	0.0125196	0.003413	0.008284	0.0075758	0.0091884	0.015674	0.0092961	0.0079365	0.0069204	0.0102459	0.0017794	0.0	0.0030395	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001292	0.0026144	0.0036075	0.0015	0.0	0.0	0.0	0.0	0.0	0.0017575	0.0011325	0.0015	0.0015649	0.0017065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0035503	0.0056818	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red/Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
phalarope sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084986	0.0387597	0.1007752	0.1542484	0.1414141	0.0596491	0.0319149	0.0352	0.0255034	0.0273381	0.0351617	0.0404218	0.0520951	0.0642504	0.0672926	0.0870307	0.0911243	0.0606061	0.0444104	0.0360502	0.0212483	0.0095238	0.0051903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042493	0.0248062	0.0335917	0.027451	0.005772	0.0	0.0	0.0	0.0013423	0.0057554	0.0126582	0.0333919	0.0237826	0.0362438	0.1001565	0.1006826	0.0721893	0.0473485	0.0459418	0.0282132	0.0172643	0.0126984	0.0017301	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046512	0.0311615	0.0496124	0.0465116	0.0379085	0.010101	0.0	0.0	0.0015	0.0	0.0015	0.0056259	0.0052724	0.01359	0.0263591	0.0422535	0.0443686	0.035503	0.0037879	0.0061256	0.0062696	0.0015	0.0	0.0	0.0020492	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056657	0.0031008	0.001292	0.0117647	0.0015	0.0011696	0.0	0.0	0.0	0.0	0.0028129	0.0035149	0.0	0.0016474	0.0	0.0017065	0.0047337	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082418	0.0209302	0.1288952	0.1534884	0.0671835	0.0326797	0.007215	0.0011696	0.0	0.0	0.0013423	0.0071942	0.0056259	0.0123023	0.0079275	0.0214168	0.0266041	0.0255973	0.0378698	0.0037879	0.0045942	0.0047022	0.0119522	0.0063492	0.0138408	0.0471311	0.0053381	0.0261097	0.006079	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser/Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023256	0.009915	0.0186047	0.0090439	0.0078431	0.001443	0.0011696	0.0	0.0	0.0	0.0	0.0	0.0017575	0.0	0.0098847	0.0046948	0.0102389	0.008284	0.0	0.0015314	0.0	0.001328	0.0015873	0.0	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
