









Frequency of observations in the selected location(s).:
Number of taxa: 	412

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Ruddy Turnstone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052288	0.0194805	0.0081871	0.0066489	0.0016	0.0	0.0	0.0	0.0017575	0.002265	0.0065898	0.0015649	0.0085324	0.0153846	0.0113636	0.0122511	0.0031348	0.0	0.0	0.0	0.0122951	0.0053381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Knot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	7.215E-4	0.0015	0.0026596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011834	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052724	0.0	0.0016474	0.0062598	0.0051195	0.0035503	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0032949	0.0015	0.0015	0.0189349	0.0075758	0.0122511	0.007837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028329	0.0093023	0.0245478	0.0326797	0.0678211	0.0736842	0.0212766	0.0032	0.0	0.0014388	0.0042194	0.0386643	0.0294451	0.0329489	0.0359937	0.0699659	0.1810651	0.1856061	0.1822358	0.1739812	0.1328021	0.0793651	0.0449827	0.0307377	0.0124555	0.0104439	0.0091185	0.0	0.0	0.0	0.0	0.0	0.0	
Dunlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028329	0.0	0.0129199	0.0640523	0.0800866	0.0491228	0.0079787	0.0016	0.0	0.0015	0.0	0.0017575	0.0011325	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.002656	0.0111111	0.0242215	0.0266393	0.024911	0.0078329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Purple Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0145985	0.0	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023392	0.0	0.0	0.0	0.0	0.0014065	0.0070299	0.0033975	0.0164745	0.0266041	0.0443686	0.0887574	0.0587121	0.0122511	0.0125392	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.005772	0.005848	0.0066489	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035503	0.0018939	0.0015	0.0	0.002656	0.0	0.0	0.0163934	0.0088968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046512	0.0180879	0.0640523	0.0353535	0.0105263	0.0	0.0015	0.0013423	0.0043165	0.0042194	0.0210896	0.0328426	0.0477759	0.1017214	0.0904437	0.0733728	0.0208333	0.007657	0.0094044	0.0039841	0.0	0.0017301	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pectoral Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014164	0.0031008	0.0077519	0.0013072	0.002886	0.0	0.0	0.0	0.0	0.0	0.0028129	0.0070299	0.002265	0.0065898	0.0140845	0.0102389	0.0295858	0.0151515	0.0030628	0.0062696	0.0079681	0.0063492	0.0051903	0.0245902	0.0160142	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0235294	0.0670996	0.0807018	0.0265957	0.0064	0.0013423	0.0015	0.0084388	0.0140598	0.015855	0.0329489	0.0782473	0.0904437	0.1230769	0.0359848	0.0107198	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western/Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017065	0.0047337	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031008	0.001292	0.0130719	0.0079365	0.0116959	0.0079787	0.008	0.0013423	0.0014388	0.0	0.0017575	0.002265	0.0065898	0.0203443	0.0187713	0.0272189	0.0132576	0.007657	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Calidris sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001292	0.0091503	0.0021645	0.0081871	0.0039894	0.0	0.0013423	0.0014388	0.0015	0.0052724	0.0079275	0.0082372	0.0109546	0.0085324	0.0260355	0.0113636	0.0045942	0.0015674	0.002656	0.0015	0.0034602	0.0040984	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001292	0.0	7.215E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011325	0.0	0.0	0.0017065	0.0130178	0.0113636	0.0045942	0.0031348	0.002656	0.0	0.0	0.0	0.0053381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic/Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018939	0.0	0.0	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011834	0.0018939	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger/skua sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-legged Kittiwake	0.0	0.0113636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sabine's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Bonaparte's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028329	0.0031008	0.002584	0.0039216	0.001443	0.0035088	0.0	0.0015	0.0040268	0.0	0.0014065	0.0087873	0.0271801	0.0543657	0.0453834	0.0460751	0.0366864	0.0227273	0.0260337	0.0407524	0.0504648	0.0587302	0.0692042	0.0594262	0.0587189	0.0469974	0.0151976	0.025641	0.0	0.0	0.0	0.0	0.0	
Laughing Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.0	0.0015	0.0	0.0	0.0053691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015504	0.0	0.0013072	0.001443	0.0	0.0013298	0.0	0.0	0.0	0.0014065	0.0	0.0	0.0	0.0031299	0.0	0.0	0.0056818	0.0	0.0	0.0	0.0	0.0	0.0	0.0035587	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Ring-billed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0492958	0.0914634	0.0996169	0.1236264	0.1674419	0.213881	0.1937984	0.2093023	0.1947712	0.2012987	0.2175439	0.2340426	0.2144	0.2134228	0.2086331	0.257384	0.3005272	0.3420159	0.3739703	0.3959311	0.3822526	0.4473373	0.4602273	0.3660031	0.3557994	0.3532537	0.368254	0.3460208	0.2848361	0.2686833	0.1148825	0.106383	0.0512821	0.0222222	0.0	0.0060241	0.0	0.0	
American Herring Gull	0.1891892	0.1590909	0.1428571	0.1571429	0.1219512	0.1111111	0.1186441	0.2	0.2571429	0.3070175	0.2816901	0.3353659	0.2796935	0.2417582	0.2372093	0.2719547	0.2372093	0.2635659	0.2588235	0.2445887	0.2374269	0.2460106	0.2528	0.2604027	0.2388489	0.2601969	0.3216169	0.2672707	0.2981878	0.312989	0.2713311	0.3538462	0.3219697	0.2986217	0.2821317	0.2709163	0.284127	0.2785467	0.3217213	0.3327402	0.2898172	0.3100304	0.3589744	0.3074074	0.3184713	0.2590361	0.189781	0.2896552	
Great Black-backed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070423	0.0015	0.0	0.0027473	0.0023256	0.0014164	0.0015	0.0	0.0	0.0	0.0011696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0011834	0.0	0.0	0.0	0.001328	0.0015	0.0015	0.0	0.0071174	0.002611	0.006079	0.007326	0.0074074	0.0127389	0.0120482	0.0218978	0.0137931	
Glaucous Gull	0.0216216	0.0227273	0.0190476	0.0142857	0.0162602	0.0092593	0.0084746	0.0142857	0.0285714	0.0015	0.0070423	0.0060976	0.0076628	0.0054945	0.0093023	0.0028329	0.0031008	0.005168	0.0	0.0	0.0023392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015873	0.0017301	0.0	0.0015	0.002611	0.006079	0.003663	0.0074074	0.0318471	0.0180723	0.0291971	0.062069	
Lesser Black-backed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027473	0.0023256	0.0056657	0.0015504	0.0	0.0013072	0.0021645	0.0015	0.0013298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015674	0.0	0.0	0.0	0.0040984	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Iceland Gull	0.0108108	0.0113636	0.0015	0.0071429	0.0081301	0.0185185	0.0	0.0	0.0	0.0	0.0	0.0	0.0153257	0.0027473	0.0023256	0.0042493	0.0015504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015873	0.0015	0.0040984	0.0053381	0.0015	0.0030395	0.0015	0.0015	0.0015	0.0120482	0.0218978	0.0068966	
white-winged gull sp.	0.0054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060976	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Larus sp.	0.0162162	0.0568182	0.047619	0.0357143	0.0243902	0.0185185	0.0254237	0.0857143	0.0761905	0.0964912	0.0774648	0.0914634	0.1226054	0.1071429	0.0976744	0.1232295	0.1426357	0.1485788	0.1215686	0.0995671	0.0830409	0.0917553	0.0816	0.095302	0.0906475	0.0942335	0.0949033	0.1019253	0.0971993	0.1111111	0.1023891	0.1289941	0.1496212	0.1071975	0.1112853	0.1088977	0.1238095	0.1314879	0.1270492	0.1405694	0.0913838	0.1033435	0.0989011	0.1148148	0.1019108	0.0903614	0.0218978	0.0275862	
gull sp.	0.0432432	0.0227273	0.0380952	0.0428571	0.0243902	0.0185185	0.0084746	0.0285714	0.047619	0.0438596	0.0352113	0.0487805	0.0498084	0.0521978	0.0372093	0.0354108	0.0418605	0.0594315	0.054902	0.0396825	0.0362573	0.0305851	0.0368	0.0348993	0.0345324	0.0506329	0.0544815	0.0464326	0.0675453	0.0391236	0.0699659	0.0650888	0.0814394	0.0643185	0.0579937	0.061089	0.0571429	0.050173	0.0430328	0.0427046	0.075718	0.0364742	0.0842491	0.0518519	0.0573248	0.0421687	0.0072993	0.0206897	
Caspian Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015504	0.0142119	0.0222222	0.01443	0.0187135	0.0053191	0.0128	0.0107383	0.0143885	0.0196906	0.026362	0.01359	0.029654	0.0093897	0.0273038	0.0118343	0.0	0.0	0.0015674	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017065	0.0011834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031299	0.0015	0.0035503	0.0015	0.0015314	0.0031348	0.0039841	0.0079365	0.0	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Arctic Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.001443	0.0	0.0013298	0.0032	0.0015	0.0	0.0028129	0.0017575	0.0	0.0016474	0.0046948	0.0017065	0.0047337	0.0018939	0.0153139	0.0141066	0.0079681	0.0063492	0.0017301	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's/Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015649	0.0	0.0011834	0.0056818	0.0015314	0.0047022	0.0	0.0015873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sterna sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.215E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016474	0.0	0.0	0.0047337	0.0018939	0.0045942	0.0015674	0.0	0.0031746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tern sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.001443	0.0	0.0013298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017065	0.0	0.0	0.0015314	0.0031348	0.001328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied-billed Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060976	0.0153257	0.032967	0.0348837	0.0509915	0.0217054	0.0206718	0.0065359	0.01443	0.019883	0.0132979	0.0128	0.0107383	0.0071942	0.0112518	0.0105448	0.006795	0.0164745	0.0125196	0.0170648	0.0307692	0.0284091	0.0306279	0.0344828	0.0278884	0.015873	0.0311419	0.0204918	0.0053381	0.0104439	0.0030395	0.003663	0.0037037	0.0	0.0	0.0	0.0	
Horned Grebe	0.0108108	0.0113636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0	0.0	0.0	0.0054945	0.0116279	0.0283286	0.0248062	0.0167959	0.0052288	7.215E-4	0.0	0.0	0.0	0.0013423	0.0	0.0015	0.0	0.002265	0.0016474	0.0015649	0.003413	0.0153846	0.0151515	0.0137825	0.0282132	0.0544489	0.0650794	0.0657439	0.1454918	0.1120996	0.0966057	0.0881459	0.0769231	0.0259259	0.0191083	0.0060241	0.0218978	0.0275862	
Red-necked Grebe	0.027027	0.0340909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0093023	0.0169972	0.0139535	0.0077519	0.0013072	0.001443	0.0011696	0.0	0.0032	0.0	0.0	0.0	0.0035149	0.0056625	0.0098847	0.0078247	0.0187713	0.0248521	0.0265152	0.0214395	0.0329154	0.0478088	0.0444444	0.0899654	0.1127049	0.1174377	0.0704961	0.0729483	0.1208791	0.0555556	0.0509554	0.0120482	0.0072993	0.0015	
Eared Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031008	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Horned/Eared Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020492	0.0	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
grebe sp.	0.0054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.003413	0.0	0.0018939	0.0015314	0.0031348	0.0053121	0.0047619	0.0	0.0040984	0.0017794	0.002611	0.0	0.007326	0.0	0.0	0.0	0.0072993	0.0	
Red-throated Loon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.215E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011325	0.0	0.0015649	0.0	0.0059172	0.0056818	0.0	0.0015674	0.001328	0.0031746	0.0086505	0.0122951	0.0142349	0.002611	0.0	0.003663	0.0	0.0	0.0	0.0	0.0	
Pacific Loon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017301	0.0	0.0	0.0	0.0	0.0	0.0	0.0063694	0.0	0.0	0.0	
Common Loon	0.0162162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314	0.0082418	0.0302326	0.0609065	0.0682171	0.0413437	0.0418301	0.0750361	0.0959064	0.1050532	0.1152	0.1154362	0.0791367	0.0843882	0.0966608	0.0713477	0.0560132	0.0625978	0.0750853	0.0662722	0.0681818	0.0382848	0.0595611	0.0730412	0.047619	0.0778547	0.0881148	0.1192171	0.075718	0.0729483	0.0989011	0.0740741	0.0700637	0.0421687	0.0291971	0.0068966	
Yellow-billed Loon	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
loon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002584	0.0013072	7.215E-4	0.0	0.0013298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015314	0.0015674	0.002656	0.0015873	0.0034602	0.0143443	0.0160142	0.0130548	0.0030395	0.014652	0.0037037	0.0	0.0	0.0	0.0	
Double-crested Cormorant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192308	0.0627907	0.092068	0.1116279	0.120155	0.0941176	0.0974026	0.0736842	0.0638298	0.0992	0.0832215	0.0705036	0.0970464	0.0949033	0.0826727	0.0889621	0.1377152	0.1604096	0.1775148	0.1268939	0.1041348	0.0893417	0.0743692	0.0587302	0.0415225	0.0081967	0.0035587	0.0052219	0.0	0.0	0.0	0.0	0.0060241	0.0	0.0	
White-faced Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0184426	0.0071174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023256	0.0015	0.0139535	0.0155039	0.0104575	0.0093795	0.0140351	0.0106383	0.0096	0.009396	0.0028777	0.0014065	0.0035149	0.0011325	0.0016474	0.0015649	0.0017065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013072	0.001443	0.0046784	0.0013298	0.0032	0.0053691	0.0028777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-crowned Night Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
