species,category,pattern_type,peak_frequency,min_frequency,min_max_ratio,weeks_with_presence,num_valleys,valleys,valley_types,is_overwintering,edge_case_flags
Bobolink,single-season,summer,0.038088,0.0,0.0,21,1,31-15,winter,No,
Western Meadowlark,vagrant,irregular,0.01448,0.0,0.0,5,1,26-24,winter,No,low_annual_presence
Eastern Meadowlark,two-passage-migrant,two-passage,0.060778,0.0,0.0,39,2,29-35;37-8,summer|winter,No,classic_bimodal
Orchard Oriole,single-season,summer,0.048628,0.0,0.0,17,1,31-15,winter,No,
Baltimore Oriole,single-season,summer,0.550538,0.0,0.0,26,1,32-15,winter,No,
Red-winged Blackbird,single-season,summer,0.670454,0.002941,0.0044,48,1,41-6,winter,No,
Brown-headed Cowbird,single-season,summer,0.395676,0.00052,0.0013,48,1,31-9,winter,No,
Rusty Blackbird,two-passage-migrant,two-passage,0.063789,0.0,0.0,29,2,17-35;42-9,summer|winter,No,classic_bimodal
Brewer's Blackbird,single-season,summer,0.021212,0.0,0.0,29,1,35-14,winter,No,
Common Grackle,single-season,summer,0.373014,0.0,0.0,43,1,40-7,winter,No,
Ovenbird,two-passage-migrant,two-passage,0.093697,0.0,0.0,24,2,26-30;36-15,summer|winter,No,classic_bimodal
Louisiana Waterthrush,single-season,summer,0.013806,0.0,0.0,13,1,22-14,winter,No,low_presence
Northern Waterthrush,two-passage-migrant,two-passage,0.088626,0.0,0.0,17,2,19-30;38-14,summer|winter,No,classic_bimodal
Golden-winged Warbler,two-passage-migrant,two-passage,0.014489,0.0,0.0,10,2,19-30;33-15,summer|winter,No,classic_bimodal|low_presence
Blue-winged Warbler,two-passage-migrant,two-passage,0.041294,0.0,0.0,21,2,24-29;34-15,summer|winter,No,classic_bimodal
Black-and-white Warbler,two-passage-migrant,two-passage,0.150688,0.0,0.0,23,2,20-29;36-15,summer|winter,No,classic_bimodal
Prothonotary Warbler,single-season,summer,0.035427,0.0,0.0,18,1,24-15,winter,No,
Tennessee Warbler,two-passage-migrant,two-passage,0.180618,0.0,0.0,20,2,20-29;37-16,summer|winter,No,classic_bimodal
Orange-crowned Warbler,two-passage-migrant,two-passage,0.052786,0.0,0.0,17,2,19-33;40-14,summer|winter,No,classic_bimodal
Nashville Warbler,two-passage-migrant,two-passage,0.197848,0.0,0.0,22,2,19-30;38-15,summer|winter,No,classic_bimodal
Connecticut Warbler,vagrant,irregular,0.005557,0.0,0.0,6,1,20-17,winter,No,
Mourning Warbler,two-passage-migrant,two-passage,0.021883,0.0,0.0,11,2,20-29;35-16,summer|winter,No,classic_bimodal|low_presence
Kentucky Warbler,vagrant,irregular,0.011201,0.0,0.0,3,1,17-15,winter,No,low_annual_presence
Common Yellowthroat,single-season,summer,0.360542,0.0,0.0,31,1,37-15,winter,No,
Hooded Warbler,two-passage-migrant,two-passage,0.028123,0.0,0.0,22,2,27-30;34-16,summer|winter,No,classic_bimodal
American Redstart,two-passage-migrant,two-passage,0.33206,0.0,0.0,24,2,24-29;36-15,summer|winter,No,classic_bimodal
Kirtland's Warbler,vagrant,irregular,0.002415,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Cape May Warbler,two-passage-migrant,two-passage,0.058701,0.0,0.0,16,2,19-29;36-15,summer|winter,No,classic_bimodal
Cerulean Warbler,vagrant,irregular,0.009377,0.0,0.0,7,1,20-15,winter,No,
Northern Parula,two-passage-migrant,two-passage,0.072929,0.0,0.0,15,2,19-31;37-15,summer|winter,No,classic_bimodal
Magnolia Warbler,two-passage-migrant,two-passage,0.1438,0.0,0.0,22,2,20-30;37-16,summer|winter,No,classic_bimodal
Bay-breasted Warbler,two-passage-migrant,two-passage,0.089286,0.0,0.0,13,2,20-29;37-16,summer|winter,No,classic_bimodal|low_presence
Blackburnian Warbler,two-passage-migrant,two-passage,0.079194,0.0,0.0,19,2,21-29;36-15,summer|winter,No,classic_bimodal
Northern Yellow Warbler,single-season,summer,0.449809,0.0,0.0,24,1,30-14,winter,No,
Chestnut-sided Warbler,two-passage-migrant,two-passage,0.119139,0.0,0.0,23,2,23-29;36-16,summer|winter,No,classic_bimodal
Blackpoll Warbler,two-passage-migrant,two-passage,0.143453,0.0,0.0,14,2,20-31;36-16,summer|winter,No,classic_bimodal|low_presence
Black-throated Blue Warbler,two-passage-migrant,two-passage,0.036465,0.0,0.0,19,2,19-30;37-15,summer|winter,No,classic_bimodal
Palm Warbler,two-passage-migrant,two-passage,0.278197,0.0,0.0,19,2,19-33;39-14,summer|winter,No,classic_bimodal
Pine Warbler,single-season,summer,0.045381,0.0,0.0,42,1,37-12,winter,No,
Yellow-rumped Warbler,two-passage-migrant,two-passage,0.432845,0.0,0.0,40,2,19-33;41-11,summer|winter,Yes,classic_bimodal
Yellow-throated Warbler,vagrant,irregular,0.003616,0.0,0.0,4,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Prairie Warbler,vagrant,irregular,0.01094,0.0,0.0,9,1,17-15,winter,No,
Black-throated Gray Warbler,vagrant,irregular,0.074487,0.0,0.0,2,1,38-36,winter,No,low_annual_presence
Black-throated Green Warbler,two-passage-migrant,two-passage,0.117155,0.0,0.0,23,2,25-30;37-15,summer|winter,No,classic_bimodal
Canada Warbler,two-passage-migrant,two-passage,0.049323,0.0,0.0,14,2,20-29;34-16,summer|winter,No,classic_bimodal|low_presence
Wilson's Warbler,two-passage-migrant,two-passage,0.08753,0.0,0.0,13,2,20-30;37-16,summer|winter,No,classic_bimodal|low_presence
Summer Tanager,vagrant,irregular,0.004931,0.0,0.0,11,1,0-47,winter,No,low_peak_frequency|low_presence
Scarlet Tanager,two-passage-migrant,two-passage,0.163251,0.0,0.0,25,2,28-32;35-15,summer|winter,No,classic_bimodal
Western Tanager,vagrant,irregular,0.02165,0.0,0.0,4,1,41-38,winter,No,
Northern Cardinal,resident,year-round,0.666059,0.303071,0.455,48,0,,,No,seasonal_variation
Rose-breasted Grosbeak,single-season,summer,0.409321,0.0,0.0,27,1,36-15,winter,No,
Blue Grosbeak,vagrant,irregular,0.040519,0.0,0.0,6,1,24-21,winter,No,low_annual_presence
Indigo Bunting,single-season,summer,0.195033,0.0,0.0,26,1,36-15,winter,No,
Painted Bunting,vagrant,irregular,0.0015,0.0,0.0,1,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Dickcissel,single-season,summer,0.02939,0.0,0.0,14,1,27-19,winter,No,low_presence
