









Frequency of observations in the selected location(s).:
Number of taxa: 	386

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	112.0	94.0	145.0	125.0	115.0	192.0	197.0	63.0	58.0	55.0	78.0	163.0	145.0	154.0	157.0	330.0	272.0	381.0	561.0	986.0	668.0	509.0	379.0	598.0	361.0	409.0	358.0	419.0	260.0	303.0	290.0	555.0	305.0	339.0	290.0	426.0	331.0	478.0	282.0	383.0	184.0	136.0	89.0	105.0	60.0	36.0	166.0	100.0	

Common/Red-breasted Merganser	0.0	0.0	0.0	0.008	0.0	0.0	0.0015	0.0	0.0172414	0.0	0.025641	0.0552147	0.0275862	0.0324675	0.0127389	0.0181818	0.0	0.0026247	0.0089127	0.0040568	0.004491	0.0039293	0.0026385	0.0015	0.0055402	0.00489	0.0167598	0.0095465	0.0153846	0.0066007	0.0172414	0.0144144	0.0015	0.0117994	0.0137931	0.0305164	0.0181269	0.0125523	0.0177305	0.0261097	0.0271739	0.0	0.0224719	0.0	0.0	0.0277778	0.0361446	0.0	
merganser sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017825	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063694	0.0090909	0.0073529	0.0052493	0.0035651	0.0030426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
duck sp.	0.0267857	0.0106383	0.0	0.024	0.0	0.0052083	0.0	0.0	0.0	0.0181818	0.0769231	0.1226994	0.0689655	0.0779221	0.0573248	0.0242424	0.0220588	0.0104987	0.0035651	0.0040568	0.004491	0.0098232	0.005277	0.0050167	0.0055402	0.007335	0.0015	0.0071599	0.0153846	0.0033003	0.0068966	0.0126126	0.0163934	0.0176991	0.0517241	0.0399061	0.0422961	0.0481172	0.0496454	0.0652742	0.0434783	0.0073529	0.0449438	0.047619	0.0666667	0.0277778	0.0060241	0.0	
Northern Bobwhite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey	0.0357143	0.0531915	0.0551724	0.104	0.0521739	0.0520833	0.0304569	0.0952381	0.0517241	0.0545455	0.0128205	0.0122699	0.0275862	0.0194805	0.0382166	0.0090909	0.0110294	0.015748	0.0071301	0.0091278	0.004491	0.0078585	0.005277	0.0100334	0.0015	0.0122249	0.0027933	0.0095465	0.0038462	0.0015	0.0034483	0.0054054	0.0065574	0.0058997	0.0015	0.0093897	0.0015	0.0041841	0.0035461	0.0	0.0	0.0220588	0.0	0.0	0.0166667	0.0	0.0662651	0.01	
Ruffed Grouse	0.0446429	0.0212766	0.0275862	0.008	0.0521739	0.0520833	0.0253807	0.0	0.0517241	0.0181818	0.0384615	0.006135	0.0206897	0.012987	0.0191083	0.0272727	0.0294118	0.0314961	0.0392157	0.0344828	0.0583832	0.0235756	0.0158311	0.0167224	0.0083102	0.00489	0.0139665	0.0047733	0.0115385	0.019802	0.0015	0.0108108	0.0196721	0.0058997	0.0172414	0.0305164	0.0151057	0.0083682	0.0212766	0.0234987	0.0108696	0.0073529	0.1123596	0.0380952	0.05	0.0277778	0.0481928	0.04	
Sharp-tailed Grouse	0.0267857	0.0425532	0.0206897	0.056	0.0782609	0.046875	0.035533	0.1111111	0.0689655	0.0363636	0.025641	0.0245399	0.0344828	0.025974	0.0127389	0.0030303	0.0036765	0.007874	0.0035651	0.0030426	0.004491	0.0019646	0.0	0.0016722	0.0027701	0.002445	0.0027933	0.0	0.0015	0.0	0.0	0.0	0.0	0.0029499	0.0015	0.0	0.0030211	0.0083682	0.0070922	0.0234987	0.0217391	0.0514706	0.011236	0.0380952	0.0166667	0.0277778	0.0301205	0.01	
Spruce Grouse	0.0	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.001497	0.0019646	0.0	0.0015	0.0027701	0.002445	0.0	0.0	0.0	0.0033003	0.0	0.0	0.0065574	0.0029499	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
grouse sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038462	0.0	0.0	0.0	0.0	0.0	0.0	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Pheasant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Indian Peafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0016722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Junglefowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chukar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0	0.0	0.0	0.0	0.0	0.0	
Rock Pigeon	0.1071429	0.106383	0.137931	0.128	0.0869565	0.1666667	0.106599	0.1428571	0.1034483	0.0727273	0.0769231	0.1104294	0.062069	0.0519481	0.0636943	0.069697	0.0661765	0.0524934	0.0766488	0.0466531	0.0269461	0.0314342	0.0395778	0.0334448	0.0360111	0.0220049	0.0251397	0.0453461	0.0423077	0.049505	0.037931	0.0216216	0.0459016	0.0353982	0.0448276	0.0258216	0.060423	0.0502092	0.070922	0.0626632	0.0869565	0.0955882	0.1123596	0.0857143	0.15	0.1111111	0.1385542	0.08	
Mourning Dove	0.1517857	0.2340426	0.2275862	0.184	0.2173913	0.2083333	0.2639594	0.2539683	0.2241379	0.2	0.1923077	0.1533742	0.1517241	0.2402597	0.2038217	0.1666667	0.1985294	0.167979	0.1889483	0.1359026	0.1392216	0.1807466	0.1794195	0.1454849	0.1024931	0.1613692	0.1620112	0.1789976	0.1692308	0.1254125	0.1241379	0.1351351	0.1409836	0.1415929	0.1172414	0.0774648	0.0664653	0.0543933	0.0319149	0.0496084	0.0434783	0.0367647	0.0449438	0.0095238	0.0833333	0.1111111	0.1325301	0.12	
Yellow-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010142	0.0	0.0019646	0.0026385	0.0	0.0027701	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0	0.0	0.0015	0.0	0.0030211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0020284	0.0164671	0.0314342	0.0079156	0.0250836	0.0110803	0.00489	0.0027933	0.0023866	0.0	0.0	0.0	0.0036036	0.0032787	0.0029499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Nighthawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0121704	0.008982	0.0015	0.0026385	0.0050167	0.0027701	0.0015	0.0	0.0015	0.0015	0.0015	0.0137931	0.0468468	0.0327869	0.0265487	0.0103448	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
nighthawk sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Whip-poor-will	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030303	0.0	0.0026247	0.0017825	0.0030426	0.0015	0.0039293	0.0015	0.006689	0.0027701	0.002445	0.0	0.0023866	0.0038462	0.0	0.0034483	0.0015	0.0	0.0	0.0015	0.0046948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chimney Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030303	0.0073529	0.0419948	0.0606061	0.0638945	0.0868263	0.1434185	0.1319261	0.1036789	0.0692521	0.0733496	0.1061453	0.124105	0.1384615	0.1155116	0.0896552	0.0720721	0.0360656	0.0117994	0.0068966	0.0023474	0.0	0.0020921	0.0	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-throated Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0524934	0.1390374	0.1196755	0.0853293	0.0530452	0.0422164	0.0468227	0.0720222	0.0611247	0.0698324	0.0859189	0.1269231	0.1023102	0.2137931	0.2558559	0.3016393	0.2241888	0.0827586	0.0117371	0.0060423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hummingbird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027701	0.0	0.0	0.0023866	0.0	0.0033003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Virginia Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.007874	0.0053476	0.0091278	0.0134731	0.0196464	0.005277	0.0117057	0.0110803	0.00978	0.0027933	0.0023866	0.0038462	0.0	0.0	0.0015	0.0	0.0029499	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0104987	0.0249554	0.0212982	0.0134731	0.0157171	0.0079156	0.006689	0.0	0.00978	0.0055866	0.0023866	0.0	0.0	0.0	0.0	0.0	0.0	0.0068966	0.0046948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Coot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	0.0	0.0060606	0.0036765	0.0	0.0015	0.0	0.001497	0.0019646	0.0	0.0016722	0.0	0.0	0.0027933	0.0023866	0.0	0.0015	0.0	0.0018018	0.0	0.0	0.0068966	0.0070423	0.0030211	0.0104603	0.0319149	0.0391645	0.0271739	0.0220588	0.011236	0.0095238	0.0166667	0.0	0.0	0.0	
Sandhill Crane	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.025641	0.1472393	0.2275862	0.2922078	0.2675159	0.2454545	0.1470588	0.160105	0.1229947	0.1501014	0.1526946	0.086444	0.0949868	0.0785953	0.066482	0.0757946	0.0698324	0.0954654	0.0576923	0.049505	0.0689655	0.0972973	0.1016393	0.1061947	0.1793103	0.2441315	0.1329305	0.1820084	0.1808511	0.1253264	0.0923913	0.0147059	0.0	0.0	0.0	0.0	0.0015	0.0	
Whooping Crane	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147059	0.0104987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Avocet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0338681	0.0415822	0.004491	0.0098232	0.0	0.0	0.0	0.0	0.0	0.0	0.0038462	0.0015	0.0034483	0.0036036	0.0163934	0.0088496	0.0206897	0.0164319	0.0181269	0.0251046	0.0141844	0.0130548	0.0163043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072072	0.0295082	0.0678466	0.0862069	0.0962441	0.0785498	0.0355649	0.0460993	0.0234987	0.0217391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover/golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029499	0.0015	0.0023474	0.0030211	0.0020921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Killdeer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128205	0.0613497	0.0551724	0.1688312	0.2292994	0.2242424	0.1801471	0.2047244	0.2121212	0.2352941	0.1302395	0.1257367	0.1635884	0.1053512	0.0775623	0.0684597	0.1005587	0.0906921	0.0538462	0.0462046	0.0758621	0.0810811	0.0852459	0.0530973	0.0551724	0.0422535	0.0151057	0.0188285	0.0035461	0.0156658	0.0217391	0.0	0.0337079	0.0190476	0.0	0.0277778	0.0	0.0	
Semipalmated Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0231729	0.0334686	0.0149701	0.0019646	0.0	0.0	0.0027701	0.0	0.0015	0.0023866	0.0076923	0.0015	0.0482759	0.1117117	0.0885246	0.0737463	0.0586207	0.0211268	0.0090634	0.0041841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Piping Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0036765	0.0104987	0.0035651	0.0020284	0.001497	0.0019646	0.005277	0.0183946	0.0138504	0.0440098	0.0027933	0.0047733	0.0038462	0.0066007	0.0015	0.0018018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0036765	0.0015	0.0	0.0010142	0.001497	0.0	0.0	0.0033445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Whimbrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0142602	0.0273834	0.004491	0.0019646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034483	0.0162162	0.0163934	0.0029499	0.0034483	0.0	0.0030211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089127	0.0	0.001497	0.0	0.0026385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marbled Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089127	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104987	0.0338681	0.0121704	0.0	0.0	0.0	0.0	0.0027701	0.0015	0.0	0.0023866	0.0	0.0015	0.0034483	0.009009	0.0015	0.0029499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed/Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0	0.0	0.0	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Woodcock	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0122699	0.0275862	0.0064935	0.0063694	0.0030303	0.0073529	0.015748	0.0089127	0.0060852	0.001497	0.0019646	0.005277	0.0033445	0.0	0.0146699	0.0027933	0.0023866	0.0	0.0033003	0.0015	0.0	0.0032787	0.0015	0.0	0.0046948	0.0151057	0.0041841	0.0035461	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Snipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0127389	0.0242424	0.0073529	0.0026247	0.0106952	0.005071	0.0209581	0.0137525	0.0131926	0.0150502	0.0015	0.007335	0.0027933	0.0	0.0015	0.0033003	0.0103448	0.0036036	0.0065574	0.0117994	0.0137931	0.0117371	0.021148	0.0083682	0.0070922	0.0052219	0.0108696	0.0	0.011236	0.0	0.0	0.0	0.0	0.0	
Wilson's Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052493	0.0142602	0.0040568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060606	0.0367647	0.0761155	0.0909091	0.1125761	0.1062874	0.0746562	0.0712401	0.0535117	0.0387812	0.0782396	0.0558659	0.0668258	0.0615385	0.0363036	0.0344828	0.0594595	0.0360656	0.0235988	0.0206897	0.0117371	0.0090634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030303	0.0015	0.0131234	0.0124777	0.0040568	0.0	0.0	0.0	0.0016722	0.0027701	0.007335	0.0111732	0.0167064	0.0115385	0.019802	0.0241379	0.0288288	0.0163934	0.0088496	0.0068966	0.0070423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0272727	0.0772059	0.0472441	0.0516934	0.0233266	0.001497	0.0	0.0	0.0016722	0.0083102	0.007335	0.0	0.0071599	0.0115385	0.0165017	0.0413793	0.0396396	0.0327869	0.0235988	0.0103448	0.0070423	0.0060423	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0052493	0.0017825	0.005071	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025974	0.0382166	0.1151515	0.125	0.0472441	0.0374332	0.0131846	0.001497	0.0	0.0	0.0016722	0.0	0.00489	0.0027933	0.0023866	0.0076923	0.0132013	0.037931	0.0216216	0.0327869	0.0501475	0.0241379	0.028169	0.0271903	0.0104603	0.035461	0.0287206	0.0271739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser/Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030303	0.0015	0.0026247	0.0017825	0.0	0.001497	0.0	0.0026385	0.0	0.0	0.0	0.0	0.0	0.0038462	0.0033003	0.0034483	0.0018018	0.0	0.0	0.0	0.0023474	0.0	0.0	0.0	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106952	0.0172414	0.005988	0.0019646	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036036	0.0015	0.0029499	0.0	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Knot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0198198	0.0032787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068966	0.0072072	0.0163934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036036	0.0032787	0.0029499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0017825	0.0081136	0.0015	0.0019646	0.0	0.0	0.0	0.0	0.0027933	0.0	0.0	0.0033003	0.0034483	0.0288288	0.0163934	0.0117994	0.037931	0.0117371	0.0030211	0.0	0.0035461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dunlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052493	0.0213904	0.0456389	0.008982	0.0039293	0.0026385	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0	0.0	0.0	0.0	0.0	0.0146444	0.0141844	0.0339426	0.0543478	0.0147059	0.0	0.0	0.0	0.0	0.0	0.0	
