









Frequency of observations in the selected location(s).:
Number of taxa: 	386

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	112.0	94.0	145.0	125.0	115.0	192.0	197.0	63.0	58.0	55.0	78.0	163.0	145.0	154.0	157.0	330.0	272.0	381.0	561.0	986.0	668.0	509.0	379.0	598.0	361.0	409.0	358.0	419.0	260.0	303.0	290.0	555.0	305.0	339.0	290.0	426.0	331.0	478.0	282.0	383.0	184.0	136.0	89.0	105.0	60.0	36.0	166.0	100.0	

Purple Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027933	0.0	0.0076923	0.0	0.0275862	0.0648649	0.0327869	0.0235988	0.0034483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017825	0.0070994	0.001497	0.0058939	0.0026385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065574	0.0	0.0	0.0	0.0	0.0	0.0070922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036765	0.0183727	0.0320856	0.0243408	0.0	0.0	0.0	0.0016722	0.0027701	0.0220049	0.0	0.0047733	0.0115385	0.0015	0.0482759	0.0846847	0.0393443	0.0088496	0.0068966	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pectoral Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060606	0.0073529	0.0026247	0.0035651	0.0030426	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0038462	0.0	0.0068966	0.0198198	0.0131148	0.0235988	0.0137931	0.0422535	0.0392749	0.0146444	0.0106383	0.0156658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0053476	0.0283976	0.0179641	0.0137525	0.0	0.0	0.0	0.0	0.0	0.0047733	0.0076923	0.009901	0.0241379	0.0648649	0.0327869	0.0147493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western/Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036765	0.0026247	0.0053476	0.0030426	0.001497	0.0019646	0.0	0.0	0.0027701	0.0	0.0	0.0	0.0038462	0.0066007	0.0172414	0.018018	0.0229508	0.0058997	0.0	0.0023474	0.0030211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Calidris sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036765	0.0	0.0017825	0.0010142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038462	0.0	0.0034483	0.0018018	0.0	0.0029499	0.0103448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098361	0.0058997	0.0068966	0.0015	0.0030211	0.0041841	0.0035461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-tailed Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0	0.0	0.0034483	0.0023474	0.0	0.0	0.0035461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic/Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020921	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032787	0.0029499	0.0034483	0.0	0.0030211	0.0020921	0.0	0.0	0.0054348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030303	0.0	0.0	0.0017825	0.0	0.0	0.0	0.0	0.0	0.0	0.002445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-legged Kittiwake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108696	0.0073529	0.0	0.0	0.0	0.0	0.0	0.01	
Sabine's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023474	0.0060423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bonaparte's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0382166	0.069697	0.0845588	0.0603675	0.030303	0.0192698	0.007485	0.0078585	0.0131926	0.006689	0.0055402	0.007335	0.0	0.0071599	0.0015	0.0066007	0.0068966	0.0234234	0.0229508	0.0294985	0.0241379	0.0352113	0.0422961	0.0230126	0.0425532	0.0391645	0.0434783	0.0220588	0.0	0.0	0.0	0.0277778	0.0	0.0	
Laughing Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001497	0.0	0.0	0.0015	0.0083102	0.0146699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-tailed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-billed Gull	0.0089286	0.0	0.0137931	0.0	0.0	0.0	0.0101523	0.0	0.0344828	0.1090909	0.2051282	0.4417178	0.4344828	0.3571429	0.4713376	0.5909091	0.5845588	0.5800525	0.5525847	0.5588235	0.5479042	0.6424361	0.6886544	0.541806	0.531856	0.6283619	0.6340782	0.6181384	0.6923077	0.6270627	0.6068966	0.6342342	0.6852459	0.7020649	0.6965517	0.5962441	0.652568	0.5753138	0.6241135	0.5483029	0.5054348	0.3897059	0.258427	0.152381	0.0333333	0.0277778	0.0120482	0.0	
American Herring Gull	0.1428571	0.2021277	0.1655172	0.128	0.0956522	0.1145833	0.0558376	0.0952381	0.137931	0.2545455	0.3846154	0.4355828	0.4413793	0.3311688	0.3375796	0.4151515	0.3933824	0.3097113	0.3172906	0.2951318	0.2904192	0.302554	0.3746702	0.2792642	0.2077562	0.3740831	0.3156425	0.3436754	0.3576923	0.339934	0.3655172	0.4126126	0.4229508	0.4218289	0.4758621	0.4107981	0.407855	0.3410042	0.4219858	0.4516971	0.5434783	0.5073529	0.4044944	0.4190476	0.4666667	0.3055556	0.3674699	0.22	
Great Black-backed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128205	0.006135	0.0137931	0.0015	0.0191083	0.0060606	0.0	0.0	0.0	0.0020284	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0038462	0.0	0.0	0.0	0.0	0.0	0.0034483	0.0	0.0015	0.0083682	0.0106383	0.0078329	0.0271739	0.0147059	0.011236	0.0380952	0.0166667	0.0	0.0060241	0.0	
Glaucous Gull	0.0267857	0.0	0.0137931	0.016	0.0086957	0.0052083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064935	0.0127389	0.0060606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054348	0.0073529	0.011236	0.0095238	0.0166667	0.0277778	0.0301205	0.01	
Lesser Black-backed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015873	0.0	0.0	0.0	0.0	0.0	0.0	0.0063694	0.0090909	0.0	0.0026247	0.0017825	0.0010142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.002611	0.0054348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
California Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Iceland Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064935	0.0	0.0	0.0	0.0	0.0	0.0010142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046948	0.0	0.0	0.0015	0.0	0.0	0.0147059	0.0	0.0	0.0	0.0	0.0	0.0	
white-winged gull sp.	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Larus sp.	0.0089286	0.0	0.0068966	0.008	0.0	0.0052083	0.0	0.0	0.0	0.0	0.025641	0.0245399	0.062069	0.0454545	0.0127389	0.0212121	0.0036765	0.015748	0.0053476	0.0111562	0.004491	0.0098232	0.0079156	0.0167224	0.0083102	0.007335	0.0223464	0.0023866	0.0076923	0.0165017	0.0	0.0072072	0.0065574	0.0117994	0.0034483	0.0093897	0.0060423	0.0083682	0.0070922	0.0130548	0.0054348	0.0	0.0	0.0	0.0166667	0.0	0.0	0.0	
gull sp.	0.0089286	0.0212766	0.0068966	0.008	0.0	0.0052083	0.0050761	0.015873	0.0172414	0.0181818	0.0384615	0.0797546	0.0413793	0.0649351	0.0254777	0.0666667	0.0514706	0.0498688	0.0249554	0.025355	0.0254491	0.0491159	0.0448549	0.0317726	0.0387812	0.0244499	0.027933	0.0477327	0.0346154	0.019802	0.0137931	0.0108108	0.0163934	0.0147493	0.0344828	0.0211268	0.0151057	0.0167364	0.0035461	0.0339426	0.0163043	0.0220588	0.0	0.0285714	0.0	0.0	0.0240964	0.02	
Caspian Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0127389	0.0333333	0.0625	0.0288714	0.0516934	0.0517241	0.0508982	0.0609037	0.0659631	0.0518395	0.0775623	0.1173594	0.0530726	0.0787589	0.0961538	0.0726073	0.0896552	0.0396396	0.0491803	0.0147493	0.0034483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106952	0.0141988	0.0149701	0.0176817	0.005277	0.0117057	0.0055402	0.00978	0.0083799	0.0047733	0.0076923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036765	0.0015	0.0017825	0.0030426	0.005988	0.0039293	0.0026385	0.0050167	0.0027701	0.00489	0.0167598	0.0047733	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0090909	0.0919118	0.1732283	0.2691622	0.2241379	0.1541916	0.237721	0.2691293	0.1956522	0.1578947	0.2444988	0.1703911	0.1789976	0.1230769	0.0660066	0.0724138	0.045045	0.0327869	0.0147493	0.0034483	0.0070423	0.0060423	0.0	0.0035461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's/Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0050761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0026247	0.0089127	0.0040568	0.005988	0.0078585	0.0026385	0.0050167	0.0055402	0.00978	0.0055866	0.0071599	0.0038462	0.0033003	0.0034483	0.0018018	0.0	0.0	0.0	0.0023474	0.0030211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common/Arctic Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sterna sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247	0.0017825	0.0	0.002994	0.0058939	0.0	0.0016722	0.0	0.0	0.0	0.0	0.0038462	0.0	0.0	0.0018018	0.0	0.0	0.0	0.0	0.0	0.0020921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tern sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036765	0.0026247	0.0017825	0.0030426	0.001497	0.0078585	0.005277	0.0	0.0	0.002445	0.0027933	0.0047733	0.0115385	0.0	0.0	0.0	0.0032787	0.0	0.0	0.0	0.0	0.0020921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied-billed Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122699	0.0068966	0.0324675	0.044586	0.0272727	0.0330882	0.023622	0.0374332	0.0375254	0.0434132	0.043222	0.0448549	0.041806	0.0304709	0.0513447	0.0418994	0.0548926	0.0269231	0.0660066	0.0448276	0.0684685	0.052459	0.0766962	0.0965517	0.0539906	0.0422961	0.0125523	0.035461	0.0261097	0.0163043	0.0	0.0	0.0	0.0	0.0	0.0060241	0.0	
Horned Grebe	0.0	0.0106383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0206897	0.0844156	0.1464968	0.169697	0.1066176	0.0288714	0.0053476	0.0	0.0	0.0019646	0.0	0.0	0.0	0.0	0.0	0.0023866	0.0	0.0	0.0034483	0.0144144	0.0295082	0.0294985	0.0586207	0.0586854	0.1359517	0.1841004	0.2446809	0.2402089	0.2608696	0.2205882	0.1235955	0.0571429	0.0333333	0.0277778	0.0301205	0.0	
Red-necked Grebe	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0172414	0.0	0.0	0.006135	0.0137931	0.1038961	0.1082803	0.1333333	0.0919118	0.0419948	0.0035651	0.0010142	0.001497	0.0	0.0105541	0.0	0.0	0.00978	0.0027933	0.0015	0.0153846	0.0066007	0.037931	0.1117117	0.1180328	0.1150442	0.1206897	0.1220657	0.0785498	0.0543933	0.0957447	0.1018277	0.0869565	0.0735294	0.0224719	0.0095238	0.0666667	0.0277778	0.0361446	0.0	
Horned/Eared Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002611	0.0	0.0	0.011236	0.0	0.0	0.0	0.0	0.0	
Western Grebe	0.0	0.0106383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western/Clark's Grebe	0.0	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
grebe sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058997	0.0	0.0	0.0	0.0020921	0.0035461	0.002611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-throated Loon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0064935	0.0	0.0121212	0.0220588	0.0104987	0.0089127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0054054	0.0065574	0.0058997	0.0448276	0.0539906	0.0694864	0.0230126	0.0496454	0.0156658	0.0163043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pacific Loon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0333333	0.0	0.0	0.0	
Common Loon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.062069	0.1298701	0.1528662	0.169697	0.1875	0.152231	0.087344	0.0750507	0.0808383	0.1001965	0.0844327	0.090301	0.0470914	0.0904645	0.0865922	0.0548926	0.0692308	0.0660066	0.137931	0.1927928	0.2590164	0.2064897	0.2586207	0.2488263	0.2326284	0.1924686	0.3014184	0.2428198	0.2282609	0.1691176	0.1011236	0.0285714	0.0	0.0	0.0	0.0	
loon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017825	0.0	0.0	0.0	0.0	0.0	0.0027701	0.0	0.0	0.0	0.0	0.0	0.0	0.0018018	0.0032787	0.0029499	0.0	0.0023474	0.0030211	0.0041841	0.0035461	0.0	0.0054348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Magnificent Frigatebird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
frigatebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Double-crested Cormorant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0184049	0.1310345	0.2532468	0.3057325	0.4151515	0.4191176	0.3595801	0.3707665	0.3093306	0.3023952	0.345776	0.3509235	0.2625418	0.2797784	0.3300733	0.3910615	0.3747017	0.4730769	0.4092409	0.4241379	0.5621622	0.5344262	0.5988201	0.6068966	0.4882629	0.4380665	0.3786611	0.2801418	0.1984334	0.0652174	0.0147059	0.0224719	0.0	0.0166667	0.0	0.0	0.0	
Glossy/White-faced Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063694	0.0060606	0.0183824	0.0183727	0.026738	0.0182556	0.0344311	0.0235756	0.0184697	0.0133779	0.0015	0.00978	0.0027933	0.0119332	0.0153846	0.009901	0.0103448	0.0072072	0.0	0.0029499	0.0206897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017825	0.0010142	0.004491	0.0	0.0026385	0.0	0.0027701	0.002445	0.0	0.0	0.0	0.0	0.0015	0.0018018	0.0032787	0.0058997	0.0172414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-crowned Night Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121212	0.0	0.007874	0.0213904	0.0121704	0.0149701	0.0314342	0.0211082	0.0100334	0.0110803	0.007335	0.0055866	0.0095465	0.0015	0.0033003	0.0034483	0.0072072	0.0098361	0.0	0.0034483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0060852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0026247	0.0142602	0.0131846	0.002994	0.0098232	0.0131926	0.006689	0.0083102	0.0146699	0.0083799	0.0095465	0.0076923	0.0264026	0.0241379	0.0252252	0.0196721	0.0	0.0172414	0.0023474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0194805	0.0318471	0.0666667	0.0625	0.0524934	0.0713012	0.0841785	0.0553892	0.0373281	0.0659631	0.0367893	0.0498615	0.0488998	0.0335196	0.052506	0.0423077	0.0363036	0.0931034	0.0558559	0.0295082	0.020649	0.0206897	0.0046948	0.0060423	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0190476	0.0	0.0	0.0	0.0	
