species,category,pattern_type,peak_frequency,min_frequency,min_max_ratio,weeks_with_presence,num_valleys,valleys,valley_types,is_overwintering,edge_case_flags
Green-winged Teal,vagrant,irregular,0.083333,0.0,0.0,30,2,0-8;40-45,winter|winter,No,two_valleys_same_season
Canvasback,vagrant,irregular,0.039216,0.0,0.0,9,3,13-17;19-36;40-11,summer|summer|winter,No,
Redhead,vagrant,irregular,0.089552,0.0,0.0,28,3,13-26;28-31;42-10,summer|summer|winter,No,three_valleys_irregular
Ring-necked Duck,single-season,summer,0.395522,0.0,0.0,32,1,39-11,winter,No,
Greater Scaup,two-passage-migrant,two-passage,0.058824,0.0,0.0,18,3,0-10;18-32;40-44,winter|summer|winter,No,three_valley_migrant
Lesser Scaup,two-passage-migrant,two-passage,0.089552,0.0,0.0,30,2,24-28;40-7,summer|winter,No,classic_bimodal
Surf Scoter,vagrant,irregular,0.013513,0.0,0.0,2,1,39-34,winter,No,low_annual_presence
White-winged Scoter,two-passage-migrant,two-passage,0.051282,0.0,0.0,12,2,20-34;42-14,summer|winter,No,classic_bimodal|low_presence
Black Scoter,vagrant,irregular,0.027027,0.0,0.0,2,1,40-37,winter,No,low_annual_presence
Long-tailed Duck,single-season,winter,0.067568,0.0,0.0,19,1,4-37,summer,No,overwintering
Bufflehead,single-season,winter,0.411429,0.0,0.0,35,1,18-38,summer,No,overwintering
Common Goldeneye,single-season,winter,0.488372,0.0,0.0,43,1,17-41,summer,No,overwintering
Barrow's Goldeneye,vagrant,irregular,0.116279,0.0,0.0,5,1,8-47,summer,No,low_annual_presence
Hooded Merganser,single-season,summer,0.25,0.0,0.0,35,1,44-9,winter,No,
Common Merganser,resident,year-round,0.313725,0.035294,0.1125,48,0,,,No,seasonal_variation|min_max_near_boundary
Red-breasted Merganser,single-season,summer,0.127451,0.0,0.0,41,1,6-10,winter,No,
Ruddy Duck,single-season,summer,0.01579,0.0,0.0,10,1,38-30,winter,No,low_presence
Wild Turkey,resident,year-round,0.066667,0.0,0.0,44,0,,,No,seasonal_variation|min_max_near_boundary
Ruffed Grouse,single-season,winter,0.392857,0.0015,0.0038,48,1,23-33,summer,No,overwintering
Sharp-tailed Grouse,two-passage-migrant,two-passage,0.251429,0.0,0.0,37,3,3-9;17-32;39-42,winter|summer|winter,No,three_valley_migrant
Spruce Grouse,vagrant,irregular,0.019608,0.0,0.0,24,3,15-19;36-42;44-13,summer|winter|winter,No,three_valleys_irregular
Ring-necked Pheasant,vagrant,irregular,0.003731,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Rock Pigeon,vagrant,irregular,0.2,0.0,0.0,46,2,10-14;25-37,winter|summer,No,classic_bimodal|low_annual_presence
Common Ground Dove,vagrant,irregular,0.010526,0.0,0.0,1,1,37-35,winter,No,low_annual_presence
Mourning Dove,resident,year-round,0.4,0.077966,0.1949,48,0,,,No,seasonal_variation|min_max_near_boundary
Yellow-billed Cuckoo,single-season,summer,0.023256,0.0,0.0,15,1,32-19,winter,No,
Black-billed Cuckoo,single-season,summer,0.086379,0.0,0.0,15,1,32-19,winter,No,
Common Nighthawk,single-season,summer,0.059524,0.0,0.0,17,1,34-18,winter,No,
Eastern Whip-poor-will,single-season,summer,0.036923,0.0,0.0,21,1,35-15,winter,No,
Chimney Swift,single-season,summer,0.046154,0.0,0.0,16,1,30-16,winter,No,
Ruby-throated Hummingbird,single-season,summer,0.196721,0.0,0.0,21,1,36-16,winter,No,
Virginia Rail,single-season,summer,0.052897,0.0,0.0,18,1,33-14,winter,No,
Sora,single-season,summer,0.067308,0.0,0.0,15,1,27-16,winter,No,
American Coot,two-passage-migrant,two-passage,0.141791,0.0,0.0,23,2,21-33;39-19,summer|winter,No,classic_bimodal
Yellow Rail,vagrant,irregular,0.017699,0.0,0.0,12,1,26-16,winter,No,low_presence|low_annual_presence
Sandhill Crane,single-season,summer,0.495902,0.0,0.0,31,1,40-9,winter,No,
American Avocet,vagrant,irregular,0.001815,0.0,0.0,2,1,0-47,winter,No,low_peak_frequency|low_annual_presence
Black-bellied Plover,vagrant,irregular,0.054054,0.0,0.0,13,3,21-32;34-38;40-17,summer|summer|winter,No,three_valleys_irregular|low_presence
American Golden-Plover,two-passage-migrant,two-passage,0.023923,0.0,0.0,10,2,23-32;38-18,summer|winter,No,classic_bimodal|low_presence
